LabID,SiteName,SiteID,Country,Province,Age,Error,Taxa,Material,Condition,d13C,Method,Source
Beta-203461,El Abra 2,,Mexico,Guerrero,2080,40,Zea mays,cob,NA,NA,AMS,p3k14c
Beta-166756,Romero and Valenzuela Caves,,Mexico,Tamaulipas,2340,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-85432,Romero and Valenzuela Caves,,Mexico,Tamaulipas,2560,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-166757,Romero and Valenzuela Caves,,Mexico,Tamaulipas,2600,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-85433,Romero and Valenzuela Caves,,Mexico,Tamaulipas,3890,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-85431,Romero and Valenzuela Caves,,Mexico,Tamaulipas,3930,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-4811,West End,,USA,Arizona,2675,80,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-4810,West End,,USA,Arizona,2735,75,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-4458,Fairbank,,USA,Arizona,2800,140,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-4457,Fairbank,,USA,Arizona,2815,80,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-4459,Fairbank,,USA,Arizona,2590,75,Zea mays,kernel,NA,NA,AMS,p3k14c
Beta-22623,El Cerrito,,Mexico,Chiapas,2185,95,Zea mays,cob,charred,NA,AMS,p3k14c
A-3500,Los Ojitos,,USA,Arizona,2170,150,Zea mays,kernel,charred,NA,AMS,p3k14c
AA-13124,Donaldson / Matty Canyon,,USA,Arizona,2320,55,Zea mays,cupule,charred,NA,AMS,p3k14c
AA-13125,Donaldson / Matty Canyon,,USA,Arizona,2505,50,Zea mays,cupule,charred,NA,AMS,p3k14c
NSRL-12484,Cerro Juanaquena,,Mexico,Chihuahua,3130,55,Zea mays,maize,charred,NA,AMS,p3k14c
AA-3315,San Marcos,,Mexico,Puebla,1560,45,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3306,San Marcos,,Mexico,Puebla,4150,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3310,San Marcos,,Mexico,Puebla,4600,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3304,San Marcos,,Mexico,Puebla,4680,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3305,San Marcos,,Mexico,Puebla,4700,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-3311,San Marcos,,Mexico,Puebla,4700,110,Zea mays,cob,uncharred,NA,AMS,p3k14c
GX-12720,Tornillo Shelter,LA17687,USA,New Mexico,3175,240,Zea mays,cob,NA,NA,RADIOMETRIC,CARD
AA-52706,El Riego,,Mexico,Puebla,135,41,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52704,El Riego,,Mexico,Puebla,195,61,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52705,El Riego,,Mexico,Puebla,294,41,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52698,El Riego,,Mexico,Puebla,429,48,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52702,El Riego,,Mexico,Puebla,986,36,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52692,El Riego,,Mexico,Puebla,1520,62,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52703,El Riego,,Mexico,Puebla,1562,55,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52691,El Riego,,Mexico,Puebla,1582,35,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52700,El Riego,,Mexico,Puebla,1585,45,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52690,El Riego,,Mexico,Puebla,1598,35,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-62685,El Riego,,Mexico,Puebla,1625,39,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52689,El Riego,,Mexico,Puebla,1630,49,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52697,El Riego,,Mexico,Puebla,1709,72,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52694,El Riego,,Mexico,Puebla,1759,89,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52701,El Riego,,Mexico,Puebla,1777,45,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52696,El Riego,,Mexico,Puebla,1800,130,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-62686,El Riego,,Mexico,Puebla,1805,39,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-62684,El Riego,,Mexico,Puebla,1845,39,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52699,El Riego,,Mexico,Puebla,1900,62,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52693,El Riego,,Mexico,Puebla,1920,110,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52695,El Riego,,Mexico,Puebla,2290,100,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52687,El Riego,,Mexico,Puebla,3107,220,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52685,El Riego,,Mexico,Puebla,3210,490,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-52684,El Riego,,Mexico,Puebla,3850,240,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-84948,Turkey Pen Ruin,,USA,Utah,1839,36,Zea mays,cob,uncharred,-11.3,AMS,p3k14c
WSU-3512,Turkey Pen Ruin,,USA,Utah,1980,60,Zea mays,cob,uncharred,NA,NA,p3k14c
WSU-3513,Turkey Pen Ruin,,USA,Utah,2050,80,Zea mays,cob,uncharred,NA,NA,p3k14c
Beta-402794,San Luis de Cabezon,,USA,New Mexico,3000,30,Zea mays,cupule,NA,-11,AMS,p3k14c
Beta-402780,San Luis de Cabezon,,USA,New Mexico,3040,30,Zea mays,cupule,NA,-10.8,AMS,p3k14c
Beta-402800,San Luis de Cabezon,,USA,New Mexico,3050,30,Zea mays,cupule,NA,-10.7,AMS,Ancient Maize Map
Beta-402782,San Luis de Cabezon,,USA,New Mexico,3130,30,Zea mays,cupule,NA,-10.7,AMS,p3k14c
AA-34173,San Luis de Cabezon,,USA,New Mexico,3125,45,Zea mays,Maize,charred,-9.4,AMS,p3k14c
Beta-402784,San Luis de Cabezon,,USA,New Mexico,3120,30,Zea mays,kernel,NA,-9,AMS,p3k14c
AA-34176,San Luis de Cabezon,,USA,New Mexico,3055,45,Zea mays,Maize,charred,-8.9,AMS,p3k14c
Beta-402789,San Luis de Cabezon,,USA,New Mexico,3110,30,Zea mays,kernel,NA,-8.9,AMS,p3k14c
Beta-402791,San Luis de Cabezon,,USA,New Mexico,3120,30,Zea mays,kernel,NA,-8.9,AMS,p3k14c
Beta-402781,San Luis de Cabezon,,USA,New Mexico,3110,30,Zea mays,kernel,NA,-8.6,AMS,p3k14c
Beta-402796,San Luis de Cabezon,,USA,New Mexico,3040,30,Zea mays,kernel,NA,-8.2,AMS,p3k14c
Beta-402788,San Luis de Cabezon,,USA,New Mexico,3120,30,Zea mays,kernel,NA,-8.1,AMS,p3k14c
Beta-402798,San Luis de Cabezon,,USA,New Mexico,3120,30,Zea mays,kernel,NA,NA,AMS,p3k14c
AA-34172,San Luis de Cabezon,,USA,New Mexico,3085,45,Zea mays,kernel,NA,-10.1,RADIOMETRIC,Ancient Maize Map
AA-34175,San Luis de Cabezon,,USA,New Mexico,3115,50,Zea mays,kernel,NA,-9.7,RADIOMETRIC,Ancient Maize Map
AA-34174,San Luis de Cabezon,,USA,New Mexico,3120,45,Zea mays,kernel,NA,-9.4,RADIOMETRIC,Ancient Maize Map
AA-6409,Fresnal Shelter,,USA,New Mexico,2880,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-6402,Fresnal Shelter,,USA,New Mexico,2945,55,Zea mays,cob,uncharred,NA,AMS,p3k14c
AA-6403,Fresnal Shelter,,USA,New Mexico,1665,55,Zea mays,kernel,uncharred,NA,AMS,p3k14c
AA-6411,Fresnal Shelter,,USA,New Mexico,1690,55,Zea mays,kernel,uncharred,NA,AMS,p3k14c
AA-6410,Fresnal Shelter,,USA,New Mexico,1720,65,Zea mays,kernel,uncharred,NA,AMS,p3k14c
AA-6406,Fresnal Shelter,,USA,New Mexico,1935,65,Zea mays,kernel,uncharred,NA,AMS,p3k14c
AA-6408,Fresnal Shelter,,USA,New Mexico,2015,60,Zea mays,stalk,uncharred,NA,AMS,p3k14c
A-3070,Fresnal Shelter,,USA,New Mexico,2540,200,Zea mays,cob,uncharred,NA,NA,p3k14c
A-3071,Fresnal Shelter,,USA,New Mexico,1990,320,Zea mays,kernel,uncharred,NA,NA,p3k14c
Beta-179558,Old Corn,LA 137258,USA,New Mexico,3680,40,Zea mays,kernel,charred,-11.1,AMS,p3k14c
Beta-179557,Old Corn,LA 137258,USA,New Mexico,3660,40,Zea mays,kernel,charred,-10.9,AMS,p3k14c
Beta-185023,Old Corn,LA 137258,USA,New Mexico,3810,50,Zea mays,kernel,charred,-10.9,AMS,p3k14c
Beta-185022,Old Corn,LA 137258,USA,New Mexico,3760,50,Zea mays,cob,charred,-10.6,AMS,p3k14c
Beta-185027,Old Corn,LA 137258,USA,New Mexico,3660,50,Zea mays,cupule,charred,-10.5,AMS,p3k14c
Beta-178616,Old Corn,LA 137258,USA,New Mexico,3620,40,Zea mays,cob,charred,-10.2,AMS,p3k14c
Beta-179496,Old Corn,LA 137258,USA,New Mexico,3640,40,Zea mays,kernel,charred,-10.2,AMS,p3k14c
Beta-185025,Old Corn,LA 137258,USA,New Mexico,3700,50,Zea mays,kernel,charred,-9.7,AMS,p3k14c
Beta-185024,Old Corn,LA 137258,USA,New Mexico,3710,50,Zea mays,kernel,charred,-9.1,AMS,p3k14c
Beta-185026,Old Corn,LA 137258,USA,New Mexico,3730,40,Zea mays,kernel,charred,-8.9,AMS,p3k14c
Beta-132510,Guila Naquitz,,Mexico,Oaxaca,5410,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-132511,Guila Naquitz,,Mexico,Oaxaca,5420,60,Zea mays,cob,uncharred,NA,AMS,p3k14c
A-3395,Sheep Camp Shelter,,USA,New Mexico,2170,180,Zea mays,kernel,uncharred,NA,AMS,p3k14c
A-3396,Sheep Camp Shelter,,USA,New Mexico,2290,210,Zea mays,kernel,uncharred,NA,AMS,p3k14c
Beta-84648,Chama Alcove,,USA,New Mexico,1840,50,Zea mays,cob,uncharred,-10.9,AMS,p3k14c
Beta-84646,Chama Alcove,,USA,New Mexico,1630,70,Zea mays,cob,uncharred,NA,AMS,p3k14c
UGa-4179,LA 18091,,USA,New Mexico,2965,267,Zea mays,maize kernel,charred,NA,RADIOMETRIC,"Simmons, A. H. 1986. New Evidence for the Early Use of Cultigens in the American Southwest. American Antiquity 51(1):73-89."
Beta-97789,Three Fir Shelter,,USA,Arizona,2220,60,Zea mays,cob,NA,-12,NA,p3k14c
Beta-97790,Three Fir Shelter,,USA,Arizona,2230,50,Zea mays,cob,NA,-10.9,NA,p3k14c
Beta-26275,Three Fir Shelter,,USA,Arizona,3610,170,Zea mays,cob,uncharred,NA,RADIOMETRIC,CARD
Beta-183772,Jemez Cave,,USA,New Mexico,2980,40,Zea mays,maize kernel,NA,NA,AMS,p3k14c
Beta-183771,Jemez Cave,,USA,New Mexico,2990,40,Zea mays,maize kernel,NA,NA,AMS,p3k14c
A-3359,Jemez Cave,,USA,New Mexico,2410,360,Zea mays,cob,uncharred,NA,NA,p3k14c
M-466,Jemez Cave,,USA,New Mexico,2440,250,Zea mays,cob,uncharred,NA,RADIOMETRIC,Vierra and Ford 2006:499
Beta-162533,Tularosa Cave,,USA,New Mexico,710,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-162534,Tularosa Cave,,USA,New Mexico,830,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-166754,Tularosa Cave,,USA,New Mexico,850,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-160185,Tularosa Cave,,USA,New Mexico,950,50,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-166753,Tularosa Cave,,USA,New Mexico,1900,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
Beta-166755,Tularosa Cave,,USA,New Mexico,1920,40,Zea mays,cob,uncharred,NA,AMS,p3k14c
A-2791,Bat Cave,,USA,New Mexico,2430,420,Zea mays,cupule,uncharred,NA,AMS,p3k14c
A-4167,Bat Cave,,USA,New Mexico,3010,150,Zea mays,cupule,uncharred,NA,AMS,p3k14c
AA-679,Bat Cave,,USA,New Mexico,2420,170,Zea mays,kernel,uncharred,NA,AMS,p3k14c
A-4188,Bat Cave,,USA,New Mexico,3120,70,Zea mays,Maize,uncharred,NA,AMS,p3k14c
A-4187,Bat Cave,,USA,New Mexico,3740,70,Zea mays,Maize,uncharred,NA,AMS,p3k14c
A-4183,Bat Cave,,USA,New Mexico,2460,220,Zea mays,maize kernel,uncharred,NA,AMS,p3k14c
Beta-275719,Lake Xaltocan,,Mexico,State of Mexico,1240,40,Zea mays,cob,charred,NA,AMS,p3k14c
Beta-275721,Lake Xaltocan,,Mexico,State of Mexico,1350,40,Zea mays,cob,charred,NA,AMS,p3k14c
Beta-360445,Eagles Watch,42KA6165,USA,Utah,1220,30,Zea mays,kernel,NA,-12.1,AMS,p3k14c
Beta-362335,Eagles Watch,42KA6165,USA,Utah,1360,30,Zea mays,kernel,NA,-11.5,AMS,p3k14c
Beta-417361,Eagles Watch,42KA6165,USA,Utah,2000,30,Zea mays,kernel,NA,-11.2,AMS,p3k14c
Beta-390949,Eagles Watch,42KA6165,USA,Utah,1190,30,Zea mays,kernel,NA,-11,AMS,p3k14c
Beta-360451,Eagles Watch,42KA6165,USA,Utah,1250,30,Zea mays,kernel,NA,-10.8,AMS,p3k14c
Beta-368073,Eagles Watch,42KA6165,USA,Utah,1460,30,Zea mays,kernel,NA,-10.8,AMS,p3k14c
Beta-360447,Eagles Watch,42KA6165,USA,Utah,1970,30,Zea mays,kernel,NA,-10.8,AMS,p3k14c
Beta-360444,Eagles Watch,42KA6165,USA,Utah,1920,30,Zea mays,kernel,NA,-10.6,AMS,p3k14c
Beta-368072,Eagles Watch,42KA6165,USA,Utah,1150,30,Zea mays,kernel,NA,-10.4,AMS,p3k14c
Beta-360453,Eagles Watch,42KA6165,USA,Utah,2980,30,Zea mays,kernel,NA,-10.4,AMS,p3k14c
Beta-360450,Eagles Watch,42KA6165,USA,Utah,1210,30,Zea mays,kernel,NA,-10.3,AMS,p3k14c
Beta-368074,Eagles Watch,42KA6165,USA,Utah,1420,30,Zea mays,kernel,NA,-10.3,AMS,p3k14c
Beta-360454,Eagles Watch,42KA6165,USA,Utah,1580,30,Zea mays,kernel,NA,-10.3,AMS,p3k14c
Beta-360449,Eagles Watch,42KA6165,USA,Utah,1450,30,Zea mays,kernel,NA,-10.2,AMS,p3k14c
Beta-360448,Eagles Watch,42KA6165,USA,Utah,2080,30,Zea mays,kernel,NA,-10.2,AMS,p3k14c
Beta-390945,Eagles Watch,42KA6165,USA,Utah,1170,30,Zea mays,kernel,NA,-10,AMS,p3k14c
Beta-368075,Eagles Watch,42KA6165,USA,Utah,1450,30,Zea mays,kernel,NA,-9.9,AMS,p3k14c
Beta-362337,Eagles Watch,42KA6165,USA,Utah,1570,30,Zea mays,kernel,NA,-9.6,AMS,p3k14c
Beta-417359,Eagles Watch,42KA6165,USA,Utah,1530,30,Zea mays,kernel,NA,-9.3,AMS,p3k14c
Beta-362336,Eagles Watch,42KA6165,USA,Utah,1470,30,Zea mays,kernel,NA,-9,AMS,p3k14c
Beta-390952,Eagles Watch,42KA6165,USA,Utah,1550,30,Zea mays,kernel,NA,-8.6,AMS,p3k14c
UGAMS-4223,Darkmold,5LP4991,USA,Colorado,2040,25,Zea mays,kernel,charred,-10,AMS,p3k14c
Beta-218462,Outpost Estates,BB:10:59,USA,Arizona,2900,40,Zea mays,maize,NA,NA,NA,p3k14c
Beta-218463,Outpost Estates,BB:10:59,USA,Arizona,3100,40,Zea mays,maize,NA,NA,NA,p3k14c
AA-11963,Eagle Ridge,V:5:104,USA,Arizona,1605,55,Zea mays,maize,NA,NA,NA,p3k14c
AA-11955,Eagle Ridge,V:5:104,USA,Arizona,1675,55,Zea mays,maize,NA,NA,NA,p3k14c
AA-11957,Eagle Ridge,V:5:104,USA,Arizona,1675,55,Zea mays,maize,NA,NA,NA,p3k14c
AA-11964,Eagle Ridge,V:5:104,USA,Arizona,1675,55,Zea mays,maize,NA,NA,NA,p3k14c
AA-13264,Square Hearth,AA:12:745,USA,Arizona,1565,60,Zea mays,maize,NA,-10,NA,p3k14c
AA-13261,Square Hearth,AA:12:745,USA,Arizona,1585,55,Zea mays,maize,NA,-10,NA,p3k14c
AA-13256,Square Hearth,AA:12:745,USA,Arizona,1630,65,Zea mays,maize,NA,-10,NA,p3k14c
AA-13259,Square Hearth,AA:12:745,USA,Arizona,1765,55,Zea mays,maize,NA,-10,NA,p3k14c
Beta-81071,Stone Pipe,BB:13:425,USA,Arizona,1650,60,Zea mays,maize,NA,-10.4,NA,p3k14c
Beta-81065,Stone Pipe,BB:13:425,USA,Arizona,1720,60,Zea mays,maize,NA,-9.3,NA,p3k14c
Beta-76001,Confluence,42EM1887,USA,Utah,1150,110,Zea mays,cob,charred,NA,AMS,p3k14c
Beta-76002,Confluence,42EM1887,USA,Utah,1450,60,Zea mays,cob,charred,NA,AMS,p3k14c
Beta-139119,Schmidt site,5MN4253,USA,Colorado,2010,40,Zea mays,SEEDS,NA,-11.2,NA,p3k14c
Beta-139120,Schmidt site,5MN4253,USA,Colorado,2110,40,Zea mays,SEEDS,NA,-9.4,NA,p3k14c
Beta-95307,Talus Village,,USA,Colorado,2010,50,Zea mays,kernel,NA,-11.4,NA,p3k14c
Beta-95310,Talus Village,,USA,Colorado,2160,70,Zea mays,cob,NA,-10.6,NA,p3k14c
Beta-95308,Talus Village,,USA,Colorado,1700,130,Zea mays,kernel,NA,-10.6,NA,p3k14c
Beta-95309,Talus Village,,USA,Colorado,1800,100,Zea mays,kernel,NA,-10.3,NA,p3k14c
Beta-197182,NA,5LP188,USA,Colorado,1600,40,Zea mays,SEEDS,NA,-10.8,AMS,p3k14c
Beta-197181,NA,5LP188,USA,Colorado,1620,40,Zea mays,SEEDS,NA,-10.7,AMS,p3k14c
Beta-197183,NA,5LP188,USA,Colorado,1840,40,Zea mays,SEEDS,NA,-10.5,AMS,p3k14c
Beta-202835,NA,5LP570,USA,Colorado,1600,40,Zea mays,SEEDS,NA,-10.4,AMS,p3k14c
Beta-75863,North Shelter (Falls Creek),5LP1434,USA,Colorado,2140,40,Zea mays,SEEDS,NA,-26,NA,p3k14c
Beta-75864,North Shelter (Falls Creek),5LP1434,USA,Colorado,2240,40,Zea mays,SEEDS,NA,-26,NA,p3k14c
Beta-75865,North Shelter (Falls Creek),5LP1434,USA,Colorado,2260,40,Zea mays,SEEDS,NA,-26,NA,p3k14c
Beta-95303,Fall Creek South Shelter,,USA,Colorado,1790,110,Zea mays,stalk,NA,-11.3,NA,p3k14c
Beta-122742,Valencia Vieja,BB:13:15,USA,Arizona,1850,40,Zea mays,maize,NA,NA,NA,p3k14c
Beta-228717,Columbus Park,AA:12:96,USA,Arizona,2510,40,Zea mays,maize,NA,-10.8,NA,p3k14c
