"LabID","SiteName","SiteID","Country","Province","Age","Error","MedianBP","Date","Taxa","Material","Condition","d13C","Method","OneSigma_BP_1","OneSigma_BP_2","OneSigma_BP_3","OneSigma_BP_4","OneSigma_BP_5","OneSigma_BP_6","OneSigma_BP_7","TwoSigma_BP_1","TwoSigma_BP_2","TwoSigma_BP_3","TwoSigma_BP_4","TwoSigma_BP_5","TwoSigma_BP_6","Source"
"AA-4458","Fairbank","EE:8:1 (ASM)","USA","Arizona",2800,140,2942,-993,"Zea mays","kernel","charred",NA,"AMS","3102 to 3098","3074 to 2759",NA,NA,NA,NA,NA,"3351 to 2701","2631 to 2617","2581 to 2572","2561 to 2541",NA,NA,"p3k14c"
"AA-4459","Fairbank","EE:8:1 (ASM)","USA","Arizona",2590,75,2668,-719,"Zea mays","kernel",NA,NA,"AMS","2776 to 2696","2638 to 2614","2593 to 2511","2508 to 2508","2506 to 2499",NA,NA,"2853 to 2426","2380 to 2378",NA,NA,NA,NA,"p3k14c"
"AA-45911","Tumamoc Hill","AZ AA:16:6","USA","Arizona",2078,44,2040,-91,"Zea mays","Maize",NA,NA,"AMS","2106 to 1992","1956 to 1952",NA,NA,NA,NA,NA,"2289 to 2273","2148 to 1926",NA,NA,NA,NA,"p3k14c"
"AA-45912","Tumamoc Hill","AZ AA:16:6","USA","Arizona",2244,52,2230,-281,"Zea mays","Maize",NA,NA,"AMS","2334 to 2300","2251 to 2248","2244 to 2157",NA,NA,NA,NA,"2346 to 2142","2139 to 2125",NA,NA,NA,NA,"p3k14c"
"AA-4808","Charleston","AZ EE:8:11","USA","Arizona",2365,75,2430,-481,"Zea mays","Maize",NA,NA,"AMS","2686 to 2643","2612 to 2598","2495 to 2325",NA,NA,NA,NA,"2709 to 2626","2622 to 2301","2237 to 2177","2169 to 2159",NA,NA,"p3k14c"
"AA-4809","Charleston","AZ EE:8:11","USA","Arizona",2565,75,2621,-672,"Zea mays","Maize",NA,NA,"AMS","2757 to 2689","2641 to 2613","2596 to 2496",NA,NA,NA,NA,"2840 to 2831","2782 to 2406","2391 to 2367",NA,NA,NA,"p3k14c"
"AA-4810","West End","EE:8:5 (ASM)","USA","Arizona",2735,75,2845,-896,"Zea mays","kernel","charred",NA,"AMS","2921 to 2905","2881 to 2758",NA,NA,NA,NA,NA,"3055 to 3047","3028 to 3019","3004 to 2736","2731 to 2730",NA,NA,"p3k14c"
"AA-4811","West End","EE:8:5 (ASM)","USA","Arizona",2675,80,2798,-849,"Zea mays","kernel","charred",NA,"AMS","2867 to 2735","2733 to 2729",NA,NA,NA,NA,NA,"2993 to 2982","2965 to 2696","2638 to 2614","2593 to 2511","2508 to 2508","2506 to 2499","p3k14c"
"AA-5224","Triangle Cave","42Ga0288","USA","Utah",1600,50,1471,479,"Zea mays","Zea Mays",NA,-10.3,"AMS","1528 to 1469","1460 to 1414",NA,NA,NA,NA,NA,"1585 to 1581","1574 to 1366",NA,NA,NA,NA,"p3k14c"
"AA-52684","El Riego",NA,"Mexico","Puebla",3850,240,4261,-2312,"Zea mays","cob","uncharred",NA,"AMS","4572 to 4538","4535 to 3903",NA,NA,NA,NA,NA,"4859 to 3620","3602 to 3591",NA,NA,NA,NA,"p3k14c"
"AA-52685","El Riego",NA,"Mexico","Puebla",3210,490,3454,-1505,"Zea mays","cob","uncharred",NA,"AMS","4078 to 4039","3992 to 2843","2826 to 2785",NA,NA,NA,NA,"4817 to 4751","4724 to 4661","4659 to 2312","2188 to 2186",NA,NA,"p3k14c"
"AA-52687","El Riego",NA,"Mexico","Puebla",3107,220,3292,-1343,"Zea mays","cob","uncharred",NA,"AMS","3560 to 3523","3513 to 3501","3497 to 3002",NA,NA,NA,NA,"3828 to 3789","3775 to 2778",NA,NA,NA,NA,"p3k14c"
"AA-52689","El Riego",NA,"Mexico","Puebla",1630,49,1496,454,"Zea mays","cob","uncharred",NA,"AMS","1545 to 1469","1458 to 1414",NA,NA,NA,NA,NA,"1688 to 1674","1609 to 1396",NA,NA,NA,NA,"p3k14c"
"AA-52690","El Riego",NA,"Mexico","Puebla",1598,35,1469,481,"Zea mays","cob","uncharred",NA,"AMS","1524 to 1508","1501 to 1471","1455 to 1415",NA,NA,NA,NA,"1537 to 1398",NA,NA,NA,NA,NA,"p3k14c"
"AA-52691","El Riego",NA,"Mexico","Puebla",1582,35,1463,487,"Zea mays","cob","uncharred",NA,"AMS","1516 to 1483","1476 to 1432","1422 to 1410",NA,NA,NA,NA,"1532 to 1390",NA,NA,NA,NA,NA,"p3k14c"
"AA-52692","El Riego",NA,"Mexico","Puebla",1520,62,1403,547,"Zea mays","cob","uncharred",NA,"AMS","1513 to 1488","1473 to 1452","1438 to 1437","1418 to 1345","1323 to 1315",NA,NA,"1524 to 1307",NA,NA,NA,NA,NA,"p3k14c"
"AA-52693","El Riego",NA,"Mexico","Puebla",1920,110,1844,106,"Zea mays","cob","uncharred",NA,"AMS","1987 to 1962","1946 to 1714",NA,NA,NA,NA,NA,"2119 to 1573",NA,NA,NA,NA,NA,"p3k14c"
"AA-52694","El Riego",NA,"Mexico","Puebla",1759,89,1650,300,"Zea mays","cob","uncharred",NA,"AMS","1735 to 1543",NA,NA,NA,NA,NA,NA,"1868 to 1853","1839 to 1508","1502 to 1471","1456 to 1414",NA,NA,"p3k14c"
"AA-52695","El Riego",NA,"Mexico","Puebla",2290,100,2300,-351,"Zea mays","cob","uncharred",NA,"AMS","2427 to 2145","2135 to 2126",NA,NA,NA,NA,NA,"2699 to 2633","2615 to 2584","2569 to 2563","2539 to 2524","2522 to 2043","2023 to 2005","p3k14c"
"AA-52696","El Riego",NA,"Mexico","Puebla",1800,130,1704,246,"Zea mays","cob","uncharred",NA,"AMS","1864 to 1857","1831 to 1542",NA,NA,NA,NA,NA,"1995 to 1404",NA,NA,NA,NA,NA,"p3k14c"
"AA-52697","El Riego",NA,"Mexico","Puebla",1709,72,1600,350,"Zea mays","cob","uncharred",NA,"AMS","1700 to 1655","1641 to 1533",NA,NA,NA,NA,NA,"1735 to 1412",NA,NA,NA,NA,NA,"p3k14c"
"AA-52698","El Riego",NA,"Mexico","Puebla",429,48,481,1469,"Zea mays","cob","uncharred",NA,"AMS","525 to 454","349 to 336",NA,NA,NA,NA,NA,"540 to 426","391 to 385","380 to 319",NA,NA,NA,"p3k14c"
"AA-52699","El Riego",NA,"Mexico","Puebla",1900,62,1813,137,"Zea mays","cob","uncharred",NA,"AMS","1883 to 1735",NA,NA,NA,NA,NA,NA,"1988 to 1961","1947 to 1700","1655 to 1639",NA,NA,NA,"p3k14c"
"AA-52700","El Riego",NA,"Mexico","Puebla",1585,45,1463,487,"Zea mays","cob","uncharred",NA,"AMS","1517 to 1480","1478 to 1429","1425 to 1411",NA,NA,NA,NA,"1542 to 1371",NA,NA,NA,NA,NA,"p3k14c"
"AA-52701","El Riego",NA,"Mexico","Puebla",1777,45,1657,293,"Zea mays","cob","uncharred",NA,"AMS","1718 to 1688","1674 to 1604",NA,NA,NA,NA,NA,"1781 to 1765","1746 to 1544",NA,NA,NA,NA,"p3k14c"
"AA-52702","El Riego",NA,"Mexico","Puebla",986,36,864,1086,"Zea mays","cob","uncharred",NA,"AMS","952 to 950","928 to 902","867 to 853","850 to 822","811 to 800",NA,NA,"955 to 942","940 to 897","889 to 794",NA,NA,NA,"p3k14c"
"AA-52703","El Riego",NA,"Mexico","Puebla",1562,55,1449,501,"Zea mays","cob","uncharred",NA,"AMS","1516 to 1482","1477 to 1431","1423 to 1388",NA,NA,NA,NA,"1542 to 1345","1322 to 1316",NA,NA,NA,NA,"p3k14c"
"AA-52704","El Riego",NA,"Mexico","Puebla",195,61,179,1771,"Zea mays","cob","uncharred",NA,"AMS","303 to 256","224 to 140","111 to 108","87 to 85","77 to 73","33 to 0",NA,"421 to 409","405 to 400","315 to 0",NA,NA,NA,"p3k14c"
"AA-52705","El Riego",NA,"Mexico","Puebla",294,41,381,1569,"Zea mays","cob","uncharred",NA,"AMS","431 to 361","329 to 299",NA,NA,NA,NA,NA,"470 to 287","164 to 157",NA,NA,NA,NA,"p3k14c"
"AA-52706","El Riego",NA,"Mexico","Puebla",135,41,129,1821,"Zea mays","cob","uncharred",NA,"AMS","267 to 241","230 to 212","195 to 189","149 to 132","129 to 129","117 to 59","44 to 12","279 to 171","152 to 6",NA,NA,NA,NA,"p3k14c"
"AA-56832","Franktown Cave","5DA272","USA","Colorado",170,38,170,1780,"Zea mays","SEEDS",NA,-9.8,"AMS","285 to 257","224 to 166","155 to 140","110 to 109","76 to 74","33 to 0",NA,"292 to 241","230 to 127","118 to 59","44 to 0",NA,NA,"p3k14c"
"AA-60691","Franktown Cave","5DA272","USA","Colorado",839,33,736,1214,"Zea mays","SEEDS",NA,-11.7,"AMS","773 to 757","749 to 719","709 to 691",NA,NA,NA,NA,"791 to 680",NA,NA,NA,NA,NA,"p3k14c"
"AA-60692","Franktown Cave","5DA272","USA","Colorado",892,36,790,1160,"Zea mays","SEEDS",NA,-11.3,"AMS","898 to 871","795 to 734",NA,NA,NA,NA,NA,"910 to 842","836 to 729",NA,NA,NA,NA,"p3k14c"
"AA-60693","Franktown Cave","5DA272","USA","Colorado",787,34,704,1246,"Zea mays","SEEDS",NA,-11.3,"AMS","723 to 701","698 to 680",NA,NA,NA,NA,NA,"769 to 764","738 to 669",NA,NA,NA,NA,"p3k14c"
"AA-60694","Franktown Cave","5DA272","USA","Colorado",380,34,441,1509,"Zea mays","SEEDS",NA,-9.7,"AMS","495 to 439","359 to 331",NA,NA,NA,NA,NA,"504 to 424","397 to 317",NA,NA,NA,NA,"p3k14c"
"AA-60695","Franktown Cave","5DA272","USA","Colorado",293,38,382,1568,"Zea mays","SEEDS",NA,-17.9,"AMS","429 to 363","328 to 300",NA,NA,NA,NA,NA,"462 to 288","164 to 157",NA,NA,NA,NA,"p3k14c"
"AA-60696","Franktown Cave","5DA272","USA","Colorado",804,36,710,1240,"Zea mays","SEEDS",NA,-10.5,"AMS","728 to 684",NA,NA,NA,NA,NA,NA,"774 to 756","750 to 672",NA,NA,NA,NA,"p3k14c"
"AA-62684","El Riego",NA,"Mexico","Puebla",1845,39,1755,195,"Zea mays","cob","uncharred",NA,"AMS","1820 to 1807","1795 to 1757","1751 to 1711",NA,NA,NA,NA,"1865 to 1856","1832 to 1696","1664 to 1626",NA,NA,NA,"p3k14c"
"AA-62685","El Riego",NA,"Mexico","Puebla",1625,39,1486,464,"Zea mays","cob","uncharred",NA,"AMS","1539 to 1510","1500 to 1494","1491 to 1472","1455 to 1416",NA,NA,NA,"1683 to 1680","1587 to 1403",NA,NA,NA,NA,"p3k14c"
"AA-62686","El Riego",NA,"Mexico","Puebla",1805,39,1701,249,"Zea mays","cob","uncharred",NA,"AMS","1739 to 1695","1666 to 1624",NA,NA,NA,NA,NA,"1822 to 1687","1675 to 1603",NA,NA,NA,NA,"p3k14c"
"AA-6402","Fresnal Shelter","LA10101","USA","New Mexico",2945,55,3102,-1153,"Zea mays","cob","uncharred",-10,"AMS","3202 to 3200","3172 to 3002",NA,NA,NA,NA,NA,"3326 to 3297","3252 to 2948","2941 to 2939",NA,NA,NA,"p3k14c"
"AA-6403","Fresnal Shelter",NA,"USA","New Mexico",1665,55,1552,398,"Zea mays","kernel","uncharred",NA,"AMS","1689 to 1673","1612 to 1515","1485 to 1476","1449 to 1443","1433 to 1421",NA,NA,"1698 to 1658","1634 to 1408",NA,NA,NA,NA,"Tagg 1996"
"AA-6406","Fresnal Shelter","LA10101","USA","New Mexico",1935,65,1856,94,"Zea mays","kernel","uncharred",-10,"AMS","1929 to 1780","1766 to 1747",NA,NA,NA,NA,NA,"2000 to 1708",NA,NA,NA,NA,NA,"p3k14c"
"AA-6408","Fresnal Shelter","LA10101","USA","New Mexico",2015,60,1953,-4,"Zea mays","stalk","uncharred",-10,"AMS","2042 to 2024","2003 to 1870","1851 to 1842",NA,NA,NA,NA,"2122 to 1820","1808 to 1793","1759 to 1750",NA,NA,NA,"p3k14c"
"AA-6409","Fresnal Shelter","LA10101","USA","New Mexico",2880,60,3013,-1064,"Zea mays","cob","uncharred",-10,"AMS","3139 to 3128","3106 to 3096","3076 to 2928","2898 to 2886",NA,NA,NA,"3205 to 3196","3176 to 2853",NA,NA,NA,NA,"p3k14c"
"AA-6410","Fresnal Shelter","LA10101","USA","New Mexico",1720,65,1611,339,"Zea mays","kernel","uncharred",-10,"AMS","1699 to 1657","1635 to 1540",NA,NA,NA,NA,NA,"1739 to 1509","1500 to 1472","1455 to 1415",NA,NA,NA,"p3k14c"
"AA-6411","Fresnal Shelter","LA10101","USA","New Mexico",1690,55,1583,367,"Zea mays","kernel","uncharred",-10,"AMS","1694 to 1667","1623 to 1529",NA,NA,NA,NA,NA,"1708 to 1510","1500 to 1494","1491 to 1472","1455 to 1416",NA,NA,"p3k14c"
"AA-6636","Clearwater","AZ BB:13:6","USA","Arizona",2390,65,2457,-508,"Zea mays","Maize","charred",-10.6,"AMS","2680 to 2654","2652 to 2647","2611 to 2600","2493 to 2344",NA,NA,NA,"2710 to 2625","2623 to 2327",NA,NA,NA,NA,"p3k14c"
"AA-6637","Clearwater","AZ BB:13:6","USA","Arizona",2395,60,2458,-509,"Zea mays","Maize","charred",-9.9,"AMS","2679 to 2676","2674 to 2655","2651 to 2647","2611 to 2600","2493 to 2346",NA,NA,"2705 to 2629","2619 to 2554","2546 to 2335",NA,NA,NA,"p3k14c"
"AA-6638","Clearwater","AZ BB:13:6","USA","Arizona",2450,75,2533,-584,"Zea mays","Maize","charred",-16.9,"AMS","2698 to 2634","2615 to 2587","2536 to 2530","2518 to 2402","2394 to 2365",NA,NA,"2719 to 2353",NA,NA,NA,NA,NA,"p3k14c"
"AA-6639","Clearwater","AZ BB:13:6","USA","Arizona",2360,60,2413,-464,"Zea mays","Zea mays cupule, charred (ID verified by Diehl)",NA,-22.5,"AMS","2665 to 2660","2609 to 2604","2490 to 2333",NA,NA,NA,NA,"2701 to 2632","2616 to 2581","2573 to 2560","2541 to 2303","2233 to 2179","2163 to 2162","p3k14c"
"AA-6640","Solar Well","AA:12:105 (ASM)","USA","Arizona",2245,60,2230,-281,"Zea mays","kernel","charred",NA,"AMS","2335 to 2299","2256 to 2156",NA,NA,NA,NA,NA,"2354 to 2101","2078 to 2072",NA,NA,NA,NA,"p3k14c"
"AA-6641","Solar Well","AA:12:105 (ASM)","USA","Arizona",2835,85,2959,-1010,"Zea mays","kernel","charred",NA,"AMS","3072 to 2848",NA,NA,NA,NA,NA,NA,"3170 to 2762",NA,NA,NA,NA,NA,"p3k14c"
"AA-679","Bat Cave","LA4935","USA","New Mexico",2420,170,2483,-534,"Zea mays","kernel","uncharred",NA,"AMS","2735 to 2732","2729 to 2331",NA,NA,NA,NA,NA,"2849 to 2048","2018 to 2007",NA,NA,NA,NA,"p3k14c"
"AA-6803","Sniper Site","AZ V:3:4","USA","Arizona",1870,75,1784,166,"Zea mays","maize cupule",NA,NA,"AMS","1880 to 1705",NA,NA,NA,NA,NA,NA,"1987 to 1961","1947 to 1687","1676 to 1602",NA,NA,NA,"Geib and Huckell 1994"
"AA-6804","Sniper Site","AZ V:3:4","USA","Arizona",1840,60,1748,202,"Zea mays","maize cupule",NA,NA,"AMS","1825 to 1700","1655 to 1639",NA,NA,NA,NA,NA,"1919 to 1910","1889 to 1685","1678 to 1598","1596 to 1589",NA,NA,"Geib and Huckell 1994"
"AA-84948","Turkey Pen Ruin","42SA3714","USA","Utah",1839,36,1745,205,"Zea mays","cob","uncharred",-11.3,"AMS","1819 to 1808","1793 to 1758","1750 to 1708",NA,NA,NA,NA,"1828 to 1696","1664 to 1626",NA,NA,NA,NA,"p3k14c"
"AA-9317","Lukachukai","I:39:53","USA","Arizona",3445,45,3704,-1755,"Zea mays","Maize",NA,-10,"AMS","3823 to 3793","3769 to 3747","3726 to 3638",NA,NA,NA,NA,"3830 to 3784","3780 to 3576",NA,NA,NA,NA,"p3k14c"
"AA-9318","Salina Springs","I:63:7","USA","Arizona",2630,45,2753,-804,"Zea mays","2 maize kernels",NA,-10,"AMS","2775 to 2727",NA,NA,NA,NA,NA,NA,"2852 to 2706","2628 to 2620","2554 to 2546",NA,NA,NA,"p3k14c"
"AA-9319","Lukachukai","I:39:53","USA","Arizona",3135,45,3356,-1407,"Zea mays","Maize",NA,-10,"AMS","3441 to 3430","3399 to 3332","3289 to 3262",NA,NA,NA,NA,"3448 to 3238",NA,NA,NA,NA,NA,"p3k14c"
"AA-9320","Salina Springs","I:63:7","USA","Arizona",2315,45,2332,-383,"Zea mays","maize kernels",NA,-10,"AMS","2360 to 2306","2228 to 2205","2196 to 2182",NA,NA,NA,NA,"2463 to 2446","2438 to 2298","2262 to 2155",NA,NA,NA,"p3k14c"
"AA-9321","Lukachukai","I:39:53","USA","Arizona",3050,50,3257,-1308,"Zea mays","Maize",NA,-10,"AMS","3343 to 3284","3273 to 3208","3193 to 3180",NA,NA,NA,NA,"3374 to 3142","3125 to 3109","3093 to 3078",NA,NA,NA,"p3k14c"
"AA-9322","Salina Springs","I:63:7","USA","Arizona",2140,45,2118,-169,"Zea mays","maize kernels",NA,-10,"AMS","2293 to 2268","2151 to 2047","2019 to 2007",NA,NA,NA,NA,"2305 to 2228","2207 to 2195","2181 to 1995",NA,NA,NA,"p3k14c"
"Beta-100409","Wetlands","AZ AA:12:90","USA","Arizona",2510,50,2585,-636,"Zea mays","Maize",NA,-10.5,"AMS","2724 to 2683","2644 to 2612","2598 to 2495",NA,NA,NA,NA,"2742 to 2421","2382 to 2373",NA,NA,NA,NA,"p3k14c"
"Beta-100410","Wetlands","AZ AA:12:90","USA","Arizona",2550,50,2621,-672,"Zea mays","Maize",NA,-9.6,"AMS","2746 to 2698","2635 to 2615","2589 to 2517",NA,NA,NA,NA,"2758 to 2488","2479 to 2467",NA,NA,NA,NA,"p3k14c"
"Beta-100413","Wetlands","AZ AA:12:90","USA","Arizona",2790,50,2892,-943,"Zea mays","Maize",NA,-9.5,"AMS","2956 to 2847","2814 to 2796",NA,NA,NA,NA,NA,"3054 to 3048","3026 to 3020","3003 to 2767",NA,NA,NA,"p3k14c"
"Beta-100415","Wetlands","AZ AA:12:90","USA","Arizona",2580,50,2705,-756,"Zea mays","Maize",NA,-10.6,"AMS","2758 to 2700","2632 to 2617","2582 to 2571","2562 to 2540","2523 to 2523",NA,NA,"2778 to 2669","2656 to 2611","2601 to 2493",NA,NA,NA,"p3k14c"
"Beta-100418","Wetlands","AZ AA:12:90","USA","Arizona",2440,50,2509,-560,"Zea mays","Maize",NA,NA,"AMS","2694 to 2640","2613 to 2595","2497 to 2363",NA,NA,NA,NA,"2706 to 2629","2620 to 2553","2546 to 2354",NA,NA,NA,"p3k14c"
"Beta-101263",NA,"42Ga4063","USA","Utah",1350,70,1260,690,"Zea mays","Zea Mays",NA,-11.4,NA,"1340 to 1332","1310 to 1244","1224 to 1177",NA,NA,NA,NA,"1376 to 1175","1163 to 1120","1097 to 1076",NA,NA,NA,"p3k14c"
"Beta-102492","Desha Cave 1","42Sa00000","USA","Utah",1840,50,1748,202,"Zea mays","Zea Mays",NA,-9.3,NA,"1823 to 1705",NA,NA,NA,NA,NA,NA,"1874 to 1689","1673 to 1611",NA,NA,NA,NA,"p3k14c"
"Beta-102493","Desha Cave 1","42Sa00000","USA","Utah",1730,60,1621,329,"Zea mays","Zea Mays",NA,-9.3,NA,"1698 to 1658","1635 to 1547",NA,NA,NA,NA,NA,"1743 to 1515","1486 to 1475","1451 to 1441","1435 to 1419",NA,NA,"p3k14c"
"Beta-104596","Cave DuPont","42KA1168","USA","Utah",1740,40,1629,321,"Zea mays","kernel",NA,-9.7,NA,"1699 to 1656","1638 to 1585","1581 to 1573",NA,NA,NA,NA,"1709 to 1544",NA,NA,NA,NA,NA,"p3k14c"
"Beta-104597","Cave DuPont","42KA1168","USA","Utah",1770,40,1652,298,"Zea mays","kernel",NA,-9.4,NA,"1712 to 1689","1673 to 1608",NA,NA,NA,NA,NA,"1736 to 1548",NA,NA,NA,NA,NA,"p3k14c"
"Beta-107648","Birch Creek Shelter","42Ga4158","USA","Utah",1240,80,1156,794,"Zea mays","Zea Mays",NA,-8.7,NA,"1270 to 1203","1191 to 1183","1178 to 1175","1168 to 1071",NA,NA,NA,"1295 to 1047","1037 to 974",NA,NA,NA,NA,"p3k14c"
"Beta-107649",NA,"42Ka1502","USA","Utah",950,60,848,1102,"Zea mays","Zea Mays",NA,-10.7,NA,"918 to 896","892 to 793",NA,NA,NA,NA,NA,"955 to 943","939 to 733",NA,NA,NA,NA,"p3k14c"
"Beta-107650",NA,"42Ka4416","USA","Utah",890,60,800,1150,"Zea mays","Zea Mays",NA,-10.5,NA,"902 to 867","855 to 848","825 to 810","802 to 730",NA,NA,NA,"917 to 689",NA,NA,NA,NA,NA,"p3k14c"
"Beta-107656","Sleeping Rainbow Granary","42Wn2130","USA","Utah",1360,70,1272,678,"Zea mays","Zea Mays",NA,-9.3,NA,"1344 to 1324","1314 to 1246","1210 to 1178",NA,NA,NA,NA,"1385 to 1175","1162 to 1122","1092 to 1080",NA,NA,NA,"p3k14c"
"Beta-109803","Nipple Alcove","42Ka1811","USA","Utah",1060,50,968,982,"Zea mays","Zea Mays",NA,-9.7,NA,"1052 to 1030","995 to 923",NA,NA,NA,NA,NA,"1173 to 1170","1068 to 902","868 to 820","811 to 800",NA,NA,"p3k14c"
"Beta-115955","Phoenix Courthouse","T:12:95","USA","Arizona",1800,50,1694,256,"Zea mays","maize",NA,NA,"RADIOMETRIC","1744 to 1689","1673 to 1608",NA,NA,NA,NA,NA,"1824 to 1572",NA,NA,NA,NA,NA,"p3k14c"
"Beta-11703","Backyard Village","42Sv0002","USA","Utah",920,60,829,1121,"Zea mays","Zea mays",NA,NA,NA,"910 to 842","836 to 775","755 to 751",NA,NA,NA,NA,"953 to 948","929 to 722","704 to 696",NA,NA,NA,"CARD"
"Beta-117938","Lampstand Granaries","42Ga3750","USA","Utah",1200,80,1119,831,"Zea mays","Zea Mays",NA,-11.2,NA,"1258 to 1256","1246 to 1210","1177 to 1054","1026 to 999",NA,NA,NA,"1278 to 959",NA,NA,NA,NA,NA,"p3k14c"
"Beta-117939","Lampstand Ruins","42Ga2672","USA","Utah",960,60,853,1097,"Zea mays","Zea Mays",NA,-12.8,NA,"922 to 897","889 to 794",NA,NA,NA,NA,NA,"956 to 735",NA,NA,NA,NA,NA,"p3k14c"
"Beta-117940","Arroyo Site","42Ka3976","USA","Utah",800,30,707,1243,"Zea mays","Zea Mays",NA,-10,"AMS","725 to 687",NA,NA,NA,NA,NA,NA,"770 to 762","740 to 672",NA,NA,NA,NA,"p3k14c"
"Beta-117941","Arroyo Site","42Ka3976","USA","Utah",850,30,748,1202,"Zea mays","Zea Mays",NA,-9.2,"AMS","783 to 726",NA,NA,NA,NA,NA,NA,"896 to 891","793 to 684",NA,NA,NA,NA,"p3k14c"
"Beta-118150","Las Capas","AA:12:111 (ASM)","USA","Arizona",2730,50,2827,-878,"Zea mays","unknown",NA,-10.8,"AMS","2861 to 2768",NA,NA,NA,NA,NA,NA,"2941 to 2754",NA,NA,NA,NA,NA,"p3k14c"
"Beta-118416","Las Capas","AA:12:111 (ASM)","USA","Arizona",2930,50,3081,-1132,"Zea mays","unknown",NA,NA,"AMS","3157 to 3002",NA,NA,NA,NA,NA,NA,"3230 to 2932","2894 to 2889",NA,NA,NA,NA,"p3k14c"
"Beta-119630","Las Capas","AA:12:111 (ASM)","USA","Arizona",2750,50,2844,-895,"Zea mays","unknown",NA,-11.7,"AMS","2915 to 2910","2879 to 2776",NA,NA,NA,NA,NA,"2954 to 2759",NA,NA,NA,NA,NA,"p3k14c"
"Beta-119631","Las Capas","AA:12:111 (ASM)","USA","Arizona",2820,50,2926,-977,"Zea mays","unknown",NA,-10.9,"AMS","2995 to 2978","2969 to 2855",NA,NA,NA,NA,NA,"3069 to 2840","2831 to 2783",NA,NA,NA,NA,"p3k14c"
"Beta-119632","Las Capas","AA:12:111 (ASM)","USA","Arizona",2550,40,2626,-677,"Zea mays","unknown",NA,-11.3,"AMS","2744 to 2699","2633 to 2616","2584 to 2568","2564 to 2539","2527 to 2521",NA,NA,"2753 to 2673","2655 to 2650","2648 to 2612","2600 to 2494",NA,NA,"p3k14c"
"Beta-119633","Las Capas","AA:12:111 (ASM)","USA","Arizona",2930,40,3081,-1132,"Zea mays","unknown",NA,-11,"AMS","3153 to 3089","3083 to 3053","3049 to 3026","3020 to 3004",NA,NA,NA,"3208 to 3191","3183 to 2960",NA,NA,NA,NA,"p3k14c"
"Beta-119634","Las Capas","AA:12:111 (ASM)","USA","Arizona",2660,40,2772,-823,"Zea mays","unknown",NA,-11.6,"AMS","2841 to 2829","2782 to 2743",NA,NA,NA,NA,NA,"2850 to 2736","2731 to 2730",NA,NA,NA,NA,"p3k14c"
"Beta-121577",NA,"42Ka4535","USA","Utah",1390,60,1303,647,"Zea mays","Zea Mays",NA,-10.5,NA,"1353 to 1273","1199 to 1193","1180 to 1180",NA,NA,NA,NA,"1389 to 1242","1237 to 1233","1228 to 1177",NA,NA,NA,"p3k14c"
"Beta-122596","Mountain Boomer Site","42GR2945","USA","Utah",1880,60,1792,158,"Zea mays","maize",NA,-9.75,NA,"1867 to 1854","1837 to 1715",NA,NA,NA,NA,NA,"1940 to 1695","1666 to 1624",NA,NA,NA,NA,"p3k14c"
"Beta-122597","Mountain Boomer Site","42GR2945","USA","Utah",1130,50,1032,918,"Zea mays","maize",NA,-8.6,"AMS","1174 to 1170","1068 to 959",NA,NA,NA,NA,NA,"1175 to 1160","1151 to 1138","1132 to 955","946 to 931",NA,NA,"p3k14c"
"Beta-122742","Valencia Vieja","BB:13:15","USA","Arizona",1850,40,1762,188,"Zea mays","maize",NA,NA,NA,"1820 to 1806","1796 to 1756","1751 to 1714",NA,NA,NA,NA,"1867 to 1854","1837 to 1697","1662 to 1627",NA,NA,NA,"p3k14c"
"Beta-122979","South Temple Site","42SL0285","USA","Utah",1080,60,993,957,"Zea mays","Zea Mays",NA,-10.2,"AMS","1057 to 1021","1007 to 928",NA,NA,NA,NA,NA,"1175 to 1161","1128 to 903","867 to 855","848 to 824","810 to 802",NA,"p3k14c"
"Beta-123450","Las Capas","AA:12:111 (ASM)","USA","Arizona",2810,70,2922,-973,"Zea mays","unknown",NA,-9.1,"AMS","2999 to 2846","2819 to 2791",NA,NA,NA,NA,NA,"3141 to 3126","3107 to 3095","3076 to 2762",NA,NA,NA,"p3k14c"
"Beta-123599","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2190,50,2206,-257,"Zea mays","cupule","charred",-11.7,"AMS","2306 to 2226","2208 to 2194","2182 to 2122",NA,NA,NA,NA,"2334 to 2053","2013 to 2010",NA,NA,NA,NA,"p3k14c"
"Beta-123600","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2380,40,2416,-467,"Zea mays","cupule","charred",-12.7,"AMS","2463 to 2446","2438 to 2346",NA,NA,NA,NA,NA,"2691 to 2641","2613 to 2596","2497 to 2336",NA,NA,NA,"p3k14c"
"Beta-123601","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2130,40,2101,-152,"Zea mays","kernel","charred",-10.2,"AMS","2287 to 2276","2147 to 2047","2019 to 2007",NA,NA,NA,NA,"2301 to 2235","2177 to 2167","2159 to 1994",NA,NA,NA,"p3k14c"
"Beta-123602","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2140,50,2120,-171,"Zea mays","cupule","charred",-10.7,"AMS","2295 to 2266","2152 to 2044","2022 to 2005",NA,NA,NA,NA,"2308 to 2223","2213 to 2191","2183 to 1992","1955 to 1953",NA,NA,"p3k14c"
